"Date","Way","Base amount","Base currency (name)","Base type","Quote amount","Quote currency","Exchange","Sent/Received from","Sent to","Fee amount","Fee currency (name)","Broker","Notes","Sync Base Holding","Leverage Metadata"
"2024-05-25T14:17:13.000Z","DEPOSIT",1,"BTC (Bitcoin)","CRYPTO",,,,"FORK","MY_WALLET",,,,,false,
"2024-05-25T14:18:48.000Z","DEPOSIT",1,"BTC (Bitcoin)","CRYPTO",,,,"DIVIDENDS","MY_WALLET",,,,,false,
"2024-05-25T14:31:53.000Z","TRANSFER",1,"BTC (Bitcoin)","CRYPTO",,,,"MY_WALLET","MY_WALLET",,,,,false,
"2024-05-27T08:45:31.000Z","BUY",1,"AU (Gold (Non Expiry))","COMMODITY",2344.04,"USD","eToro",,,,,,,false,
"2024-05-27T08:45:39.000Z","BUY",1,"AU (Gold (Non Expiry))","COMMODITY",2344.04,"USD","eToro",,,,,,,false,
"2024-05-27T09:02:24.000Z","BUY",1,"AMZN (Amazon.com Inc)","STOCK",180.75,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:02:33.000Z","BUY",1,"AMZN (Amazon.com Inc)","STOCK",180.75,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:02:43.000Z","BUY",1,"AMZN (Amazon.com Inc)","STOCK",180.75,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:02:53.000Z","BUY",1,"AMZN (Amazon.com Inc)","STOCK",180.75,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:03:02.000Z","BUY",1,"AMZN (Amazon.com Inc)","STOCK",180.75,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:03:28.000Z","BUY",100000000000000000,"LLY (Eli Lilly & Co)","STOCK",80677000000000000000,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:03:38.000Z","BUY",1e+24,"LLY (Eli Lilly & Co)","STOCK",8.0677e+26,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:03:51.000Z","BUY",1e+22,"LLY (Eli Lilly & Co)","STOCK",8.0677e+24,"USD","New York Stock Exchange",,,,,,,true,
"2024-05-27T09:04:00.000Z","BUY",1,"LLY (Eli Lilly & Co)","STOCK",806.77,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:04:08.000Z","BUY",1,"LLY (Eli Lilly & Co)","STOCK",806.77,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:04:30.000Z","BUY",1,"AVGO (Broadcom Inc)","STOCK",1407.84,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:04:40.000Z","BUY",1,"AVGO (Broadcom Inc)","STOCK",1407.84,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:04:49.000Z","BUY",1,"AVGO (Broadcom Inc)","STOCK",1407.84,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:04:58.000Z","BUY",1,"AVGO (Broadcom Inc)","STOCK",1407.84,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:05:06.000Z","BUY",1,"AVGO (Broadcom Inc)","STOCK",1407.84,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:05:34.000Z","BUY",1,"UNH (UnitedHealth Group Inc)","STOCK",508.33,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:05:44.000Z","BUY",1,"UNH (UnitedHealth Group Inc)","STOCK",508.33,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:05:52.000Z","BUY",1,"UNH (UnitedHealth Group Inc)","STOCK",508.33,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:06:00.000Z","BUY",1,"UNH (UnitedHealth Group Inc)","STOCK",508.33,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:06:08.000Z","BUY",1,"UNH (UnitedHealth Group Inc)","STOCK",508.33,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:06:30.000Z","BUY",1,"MC.PA (LVMH Moet Hennessy Louis Vuitton SE)","STOCK",753,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:06:44.000Z","BUY",1,"MC.PA (LVMH Moet Hennessy Louis Vuitton SE)","STOCK",753.1,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:07:07.000Z","BUY",1,"MC.PA (LVMH Moet Hennessy Louis Vuitton SE)","STOCK",752.9,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:07:23.000Z","BUY",1,"MC.PA (LVMH Moet Hennessy Louis Vuitton SE)","STOCK",752.6,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:07:31.000Z","BUY",1,"MC.PA (LVMH Moet Hennessy Louis Vuitton SE)","STOCK",752.7,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:07:54.000Z","BUY",1,"ASML (ASML Holding NV)","STOCK",956.22,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:08:03.000Z","BUY",1,"ASML (ASML Holding NV)","STOCK",956.22,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:08:12.000Z","BUY",1,"ASML (ASML Holding NV)","STOCK",956.22,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:08:21.000Z","BUY",1,"ASML (ASML Holding NV)","STOCK",956.22,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:08:30.000Z","BUY",1,"ASML (ASML Holding NV)","STOCK",956.22,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:09:02.000Z","BUY",1e+21,"COST (Costco Wholesale Corp)","STOCK",8.0973e+23,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:09:11.000Z","BUY",1,"COST (Costco Wholesale Corp)","STOCK",809.73,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:09:11.000Z","BUY",1e+24,"COST (Costco Wholesale Corp)","STOCK",8.0973e+26,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:09:21.000Z","BUY",1,"COST (Costco Wholesale Corp)","STOCK",809.73,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:09:30.000Z","BUY",1,"COST (Costco Wholesale Corp)","STOCK",809.73,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:09:49.000Z","BUY",1,"SSU.F (Samsung Electronics Co Ltd)","STOCK",1295,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-27T09:09:58.000Z","BUY",1,"SSU.F (Samsung Electronics Co Ltd)","STOCK",1295,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-27T09:10:06.000Z","BUY",1,"SSU.F (Samsung Electronics Co Ltd)","STOCK",1295,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-27T09:10:15.000Z","BUY",1,"SSU.F (Samsung Electronics Co Ltd)","STOCK",1295,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-27T09:10:23.000Z","BUY",1,"SSU.F (Samsung Electronics Co Ltd)","STOCK",1295,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-27T09:10:48.000Z","BUY",1,"600519.SS (Kweichow Moutai Co Ltd)","STOCK",1671.5,"CNY","Shanghai Stock Exchange",,,,,,,false,
"2024-05-27T09:10:56.000Z","BUY",1,"600519.SS (Kweichow Moutai Co Ltd)","STOCK",1671.5,"CNY","Shanghai Stock Exchange",,,,,,,false,
"2024-05-27T09:11:07.000Z","BUY",1,"600519.SS (Kweichow Moutai Co Ltd)","STOCK",1671.5,"CNY","Shanghai Stock Exchange",,,,,,,false,
"2024-05-27T09:11:16.000Z","BUY",1,"600519.SS (Kweichow Moutai Co Ltd)","STOCK",1671.5,"CNY","Shanghai Stock Exchange",,,,,,,false,
"2024-05-27T09:11:24.000Z","BUY",1,"600519.SS (Kweichow Moutai Co Ltd)","STOCK",1671.5,"CNY","Shanghai Stock Exchange",,,,,,,false,
"2024-05-27T09:11:46.000Z","BUY",1,"NFLX (Netflix Inc)","STOCK",646.75,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:11:55.000Z","BUY",1,"NFLX (Netflix Inc)","STOCK",646.75,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:12:03.000Z","BUY",1,"NFLX (Netflix Inc)","STOCK",646.75,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:12:11.000Z","BUY",1,"NFLX (Netflix Inc)","STOCK",646.75,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:12:20.000Z","BUY",1,"NFLX (Netflix Inc)","STOCK",646.75,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:12:48.000Z","BUY",1,"OR.PA (L'Oreal SA)","STOCK",447.7,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:12:58.000Z","BUY",1,"OR.PA (L'Oreal SA)","STOCK",447.75,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:13:07.000Z","BUY",1,"OR.PA (L'Oreal SA)","STOCK",447.65,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:13:15.000Z","BUY",1,"OR.PA (L'Oreal SA)","STOCK",447.65,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:13:24.000Z","BUY",1,"OR.PA (L'Oreal SA)","STOCK",447.65,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:13:52.000Z","BUY",1,"RMS.PA (Hermes International SCA)","STOCK",2187,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:14:05.000Z","BUY",1,"RMS.PA (Hermes International SCA)","STOCK",2186,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:14:16.000Z","BUY",1,"RMS.PA (Hermes International SCA)","STOCK",2185,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:14:25.000Z","BUY",1,"RMS.PA (Hermes International SCA)","STOCK",2185,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:14:35.000Z","BUY",1,"RMS.PA (Hermes International SCA)","STOCK",2185,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:15:01.000Z","BUY",1,"RELIANCE.NS (Reliance Industries Ltd)","STOCK",2950,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:15:10.000Z","BUY",1,"RELIANCE.NS (Reliance Industries Ltd)","STOCK",2950,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:15:19.000Z","BUY",1,"RELIANCE.NS (Reliance Industries Ltd)","STOCK",2950.05,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:15:28.000Z","BUY",1,"RELIANCE.NS (Reliance Industries Ltd)","STOCK",2950.05,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:15:37.000Z","BUY",1,"RELIANCE.NS (Reliance Industries Ltd)","STOCK",2950.05,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:16:12.000Z","BUY",1,"TCS.NS (Tata Consultancy Services Ltd)","STOCK",3863.2,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:16:20.000Z","BUY",1,"TCS.NS (Tata Consultancy Services Ltd)","STOCK",3863.2,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:16:29.000Z","BUY",1,"TCS.NS (Tata Consultancy Services Ltd)","STOCK",3863.1,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:16:36.000Z","BUY",1,"TCS.NS (Tata Consultancy Services Ltd)","STOCK",3861,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:16:46.000Z","BUY",1,"TCS.NS (Tata Consultancy Services Ltd)","STOCK",3860.1,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:17:16.000Z","BUY",1,"NOW (ServiceNow Inc)","STOCK",739.07,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:17:25.000Z","BUY",1,"NOW (ServiceNow Inc)","STOCK",739.07,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:17:34.000Z","BUY",1,"NOW (ServiceNow Inc)","STOCK",739.07,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:17:43.000Z","BUY",1,"NOW (ServiceNow Inc)","STOCK",739.07,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:17:52.000Z","BUY",1,"NOW (ServiceNow Inc)","STOCK",739.07,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:18:19.000Z","BUY",1,"GS (Goldman Sachs Group Inc/The)","STOCK",461.18,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:18:29.000Z","BUY",1,"GS (Goldman Sachs Group Inc/The)","STOCK",461.18,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:18:38.000Z","BUY",1,"GS (Goldman Sachs Group Inc/The)","STOCK",461.18,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:18:46.000Z","BUY",1,"GS (Goldman Sachs Group Inc/The)","STOCK",461.18,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:18:56.000Z","BUY",1,"GS (Goldman Sachs Group Inc/The)","STOCK",461.18,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:18:56.000Z","BUY",1,"GS (Goldman Sachs Group Inc/The)","STOCK",461.18,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:19:33.000Z","BUY",1,"CDI.PA (Christian Dior SE)","STOCK",713,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:19:42.000Z","BUY",1,"CDI.PA (Christian Dior SE)","STOCK",713,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:19:51.000Z","BUY",1,"CDI.PA (Christian Dior SE)","STOCK",713,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:19:59.000Z","BUY",1,"CDI.PA (Christian Dior SE)","STOCK",713,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:20:09.000Z","BUY",1,"CDI.PA (Christian Dior SE)","STOCK",713,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T09:20:40.000Z","BUY",1,"SPGI (S&P Global Inc)","STOCK",438.19,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:20:50.000Z","BUY",1,"SPGI (S&P Global Inc)","STOCK",438.19,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:20:59.000Z","BUY",1,"SPGI (S&P Global Inc)","STOCK",438.19,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:21:07.000Z","BUY",1,"SPGI (S&P Global Inc)","STOCK",438.19,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:21:16.000Z","BUY",1,"SPGI (S&P Global Inc)","STOCK",438.19,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:21:45.000Z","BUY",100000000000000,"BKNG (Booking Holdings Inc)","STOCK",379535000000000000,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:21:55.000Z","BUY",100000000000000000000,"BKNG (Booking Holdings Inc)","STOCK",3.79535e+23,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:22:02.000Z","BUY",1e+23,"BKNG (Booking Holdings Inc)","STOCK",3.79535e+26,"USD","Nasdaq",,,,,,,true,
"2024-05-27T09:22:11.000Z","BUY",1e+30,"BKNG (Booking Holdings Inc)","STOCK",3.79535e+33,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:22:20.000Z","BUY",1e+30,"BKNG (Booking Holdings Inc)","STOCK",3.79535e+33,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:22:29.000Z","BUY",1,"BKNG (Booking Holdings Inc)","STOCK",3795.35,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:22:39.000Z","BUY",1,"BKNG (Booking Holdings Inc)","STOCK",3795.35,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:22:49.000Z","BUY",1,"BKNG (Booking Holdings Inc)","STOCK",3795.35,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:22:59.000Z","BUY",1,"BKNG (Booking Holdings Inc)","STOCK",3795.35,"USD","Nasdaq",,,,,,,false,
"2024-05-27T09:23:09.000Z","BUY",1,"BKNG (Booking Holdings Inc)","STOCK",3795.35,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:05:35.000Z","BUY",1.0000000000000001e+39,"OU8.F (SCB X PCL)","STOCK",2.6800000000000004e+39,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-29T02:05:57.000Z","BUY",1,"OU8.F (SCB X PCL)","STOCK",2.68,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-29T02:05:57.000Z","BUY",1,"OU8.F (SCB X PCL)","STOCK",2.68,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-29T02:05:57.000Z","BUY",1,"OU8.F (SCB X PCL)","STOCK",2.68,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-29T02:05:57.000Z","BUY",1e+37,"OU8.F (SCB X PCL)","STOCK",2.68e+37,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-29T02:05:57.000Z","BUY",1e+38,"OU8.F (SCB X PCL)","STOCK",2.68e+38,"EUR","Börse Frankfurt",,,,,,,false,
"2024-05-29T02:07:01.000Z","BUY",1,"SCB** (Sacabam)","CRYPTO",3.98e-8,"USD","DGA",,,,,,,false,
"2024-05-29T02:07:01.000Z","BUY",1,"SCB** (Sacabam)","CRYPTO",3.98e-8,"USD","DGA",,,,,,,false,
"2024-05-29T02:07:01.000Z","BUY",1,"SCB** (Sacabam)","CRYPTO",3.98e-8,"USD","DGA",,,,,,,false,
"2024-05-29T02:08:20.000Z","BUY",10000000000,"SCB* (SpaceCowBoy)","CRYPTO",459700,"BNB","Pancakeswap",,,,,,,false,
"2024-05-29T02:08:58.000Z","BUY",1,"BNB (Binance Coin)","CRYPTO",601.76,"USD","DGA",,,,,,,false,
"2024-05-29T02:08:58.000Z","BUY",1,"BNB (Binance Coin)","CRYPTO",601.83,"USD","DGA",,,,,,,false,
"2024-05-29T02:08:58.000Z","BUY",1,"BNB (Binance Coin)","CRYPTO",601.76,"USD","DGA",,,,,,,false,
"2024-05-29T02:08:58.000Z","TRANSFER",10000,"BNB (Binance Coin)","CRYPTO",,,"Bybit","EXCHANGE","MY_WALLET",,,,,false,
"2024-05-29T02:08:58.000Z","BUY",10000000000000000,"BNB (Binance Coin)","CRYPTO",6018000000000000000,"USD","DGA",,,,,,,false,
"2024-05-29T02:08:58.000Z","TRANSFER",1,"BNB (Binance Coin)","CRYPTO",,,"Binance","EXCHANGE","MY_WALLET",,,,"ทดสอบกระเป๋า",true,
"2024-05-29T02:14:56.000Z","BUY",10000000000000000000,"TSLA (Tesla Inc)","STOCK",1.7675e+21,"USD","Nasdaq",,,,,,,true,
"2024-05-29T02:15:09.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1e+25,"TSLA (Tesla Inc)","STOCK",1.7675e+27,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",1e+25,"TSLA (Tesla Inc)","STOCK",1.7675e+27,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:15:09.000Z","BUY",9.999999999999999e+25,"TSLA (Tesla Inc)","STOCK",1.7674999999999997e+28,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:34.000Z","BUY",1,"TSLA (Tesla Inc)","STOCK",176.75,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:16:56.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:17:54.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:17:54.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:17:54.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-05-29T02:17:54.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",176.4,"USD","Nasdaq",,,,,,,false,
"2024-06-06T05:22:47.000Z","BUY",1,"SCB* (SpaceCowBoy)","CRYPTO",0.00004597,"BNB","Pancakeswap",,,,,,,false,
"2024-06-07T06:22:25.000Z","TRANSFER",100000000,"BNB (Binance Coin)","CRYPTO",,,"eToro","EXCHANGE","MY_WALLET",,,,,false,
"2024-06-07T06:23:14.000Z","TRANSFER",100000000,"BNB (Binance Coin)","CRYPTO",,,"OKX","EXCHANGE","MY_WALLET",,,,,false,
"2024-06-07T06:24:08.000Z","TRANSFER",100000000,"BNB (Binance Coin)","CRYPTO",,,"KuCoin","EXCHANGE","MY_WALLET",,,,,false,
"2024-07-18T13:05:37.000Z","BUY",1e+21,"BTC (Bitcoin)","CRYPTO",6.491107e+25,"USD","DGA",,,,,,,false,
"2024-07-18T13:05:51.000Z","BUY",1,"BTC (Bitcoin)","CRYPTO",64929.03,"USD","DGA",,,,,,,false,
"2024-07-18T13:06:42.000Z","BUY",1,"AMZN (Amazon.com Inc)","STOCK",187.93,"USD","Nasdaq",,,,,,,false,
"2024-07-18T13:06:52.000Z","BUY",1,"AMZN (Amazon.com Inc)","STOCK",187.93,"USD","Nasdaq",,,,,,,false,
"2024-07-18T13:07:02.000Z","BUY",1,"AMZN (Amazon.com Inc)","STOCK",187.93,"USD","Nasdaq",,,,,,,false,
"2024-07-18T13:07:37.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",181.02,"USD","Nasdaq",,,,,,,false,
"2024-07-18T13:07:48.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",181.02,"USD","Nasdaq",,,,,,,false,
"2024-07-18T13:07:59.000Z","BUY",1,"GOOGL (Alphabet Inc)","STOCK",181.02,"USD","Nasdaq",,,,,,,false,
"2024-07-18T13:09:12.000Z","BUY",1e+21,"TSM (Taiwan Semiconductor Manufacturing Co Ltd)","STOCK",1.7131e+23,"USD","New York Stock Exchange",,,,,,,true,
"2024-07-18T13:09:21.000Z","BUY",1,"TSM (Taiwan Semiconductor Manufacturing Co Ltd)","STOCK",171.31,"USD","New York Stock Exchange",,,,,,,false,
