"Date","Way","Base amount","Base currency (name)","Base type","Quote amount","Quote currency","Exchange","Sent/Received from","Sent to","Fee amount","Fee currency (name)","Broker","Notes","Sync Base Holding","Leverage Metadata"
"2024-05-27T01:53:38.000Z","BUY",1,"RUT (Russell 2000 Index)","INDEX",2069.1,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T01:53:46.000Z","BUY",1,"RUT (Russell 2000 Index)","INDEX",2069.1,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T01:54:12.000Z","BUY",1e+21,"VIX (CBOE Volatility Index)","INDEX",1.193e+22,"USD","Chicago Board Options Exchange",,,,,,,false,
"2024-05-27T01:54:21.000Z","BUY",1,"VIX (CBOE Volatility Index)","INDEX",11.93,"USD","Chicago Board Options Exchange",,,,,,,false,
"2024-05-27T01:54:27.000Z","BUY",1,"VIX (CBOE Volatility Index)","INDEX",11.93,"USD","Chicago Board Options Exchange",,,,,,,false,
"2024-05-27T01:54:35.000Z","BUY",1,"VIX (CBOE Volatility Index)","INDEX",11.93,"USD","Chicago Board Options Exchange",,,,,,,false,
"2024-05-27T01:54:41.000Z","BUY",1,"VIX (CBOE Volatility Index)","INDEX",11.93,"USD","Chicago Board Options Exchange",,,,,,,false,
"2024-05-27T01:54:55.000Z","BUY",1,"HSI (Hang Seng Index)","INDEX",18661.7,"HKD","Hong Kong Exchange",,,,,,,false,
"2024-05-27T01:55:01.000Z","BUY",1,"HSI (Hang Seng Index)","INDEX",18661.7,"HKD","Hong Kong Exchange",,,,,,,false,
"2024-05-27T01:55:06.000Z","BUY",1,"HSI (Hang Seng Index)","INDEX",18661.7,"HKD","Hong Kong Exchange",,,,,,,false,
"2024-05-27T01:55:12.000Z","BUY",1,"HSI (Hang Seng Index)","INDEX",18661.7,"HKD","Hong Kong Exchange",,,,,,,false,
"2024-05-27T01:55:18.000Z","BUY",1,"HSI (Hang Seng Index)","INDEX",18661.7,"HKD","Hong Kong Exchange",,,,,,,false,
"2024-05-27T01:55:39.000Z","BUY",1,"AXJO (S&P/ASX 200)","INDEX",7793.45,"AUD","ASX",,,,,,,false,
"2024-05-27T01:55:45.000Z","BUY",1,"AXJO (S&P/ASX 200)","INDEX",7793.45,"AUD","ASX",,,,,,,false,
"2024-05-27T01:55:50.000Z","BUY",1,"AXJO (S&P/ASX 200)","INDEX",7793.45,"AUD","ASX",,,,,,,false,
"2024-05-27T01:55:56.000Z","BUY",1,"AXJO (S&P/ASX 200)","INDEX",7793.45,"AUD","ASX",,,,,,,false,
"2024-05-27T01:56:04.000Z","BUY",1,"AXJO (S&P/ASX 200)","INDEX",7793.45,"AUD","ASX",,,,,,,false,
"2024-05-27T01:56:18.000Z","BUY",10000000000000000000,"IBEX (IBEX 35 Index)","INDEX",1.12607e+23,"EUR","Bolsa de Madrid",,,,,,,false,
"2024-05-27T01:56:25.000Z","BUY",1,"IBEX (IBEX 35 Index)","INDEX",11260.7,"EUR","Bolsa de Madrid",,,,,,,false,
"2024-05-27T01:56:33.000Z","BUY",1,"IBEX (IBEX 35 Index)","INDEX",11260.7,"EUR","Bolsa de Madrid",,,,,,,false,
"2024-05-27T01:56:39.000Z","BUY",1,"IBEX (IBEX 35 Index)","INDEX",11260.7,"EUR","Bolsa de Madrid",,,,,,,false,
"2024-05-27T01:56:46.000Z","BUY",1,"IBEX (IBEX 35 Index)","INDEX",11260.7,"EUR","Bolsa de Madrid",,,,,,,false,
"2024-05-27T01:57:00.000Z","BUY",1,"FCHI (CAC 40)","INDEX",8097.8,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T01:57:07.000Z","BUY",1,"FCHI (CAC 40)","INDEX",8097.8,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T01:57:13.000Z","BUY",1,"FCHI (CAC 40)","INDEX",8097.8,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T01:57:19.000Z","BUY",1,"FCHI (CAC 40)","INDEX",8097.8,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T01:57:25.000Z","BUY",1,"FCHI (CAC 40)","INDEX",8097.8,"EUR","Euronext Paris",,,,,,,false,
"2024-05-27T01:57:48.000Z","BUY",1,"AEX (AEX Amsterdam Index)","INDEX",915.06,"EUR","Euronext Amsterdam",,,,,,,false,
"2024-05-27T01:57:55.000Z","BUY",1,"AEX (AEX Amsterdam Index)","INDEX",915.06,"EUR","Euronext Amsterdam",,,,,,,false,
"2024-05-27T01:58:01.000Z","BUY",1,"AEX (AEX Amsterdam Index)","INDEX",915.06,"EUR","Euronext Amsterdam",,,,,,,false,
"2024-05-27T01:58:07.000Z","BUY",1,"AEX (AEX Amsterdam Index)","INDEX",915.06,"EUR","Euronext Amsterdam",,,,,,,false,
"2024-05-27T01:58:13.000Z","BUY",1,"AEX (AEX Amsterdam Index)","INDEX",915.06,"EUR","Euronext Amsterdam",,,,,,,false,
"2024-05-27T01:58:31.000Z","BUY",1,"IETP (ISEQ 20 Price)","INDEX",1683.07,"EUR","Euronext Dublin",,,,,,,false,
"2024-05-27T01:58:37.000Z","BUY",1,"IETP (ISEQ 20 Price)","INDEX",1683.07,"EUR","Euronext Dublin",,,,,,,false,
"2024-05-27T01:58:43.000Z","BUY",1,"IETP (ISEQ 20 Price)","INDEX",1683.07,"EUR","Euronext Dublin",,,,,,,false,
"2024-05-27T01:58:49.000Z","BUY",1,"IETP (ISEQ 20 Price)","INDEX",1683.07,"EUR","Euronext Dublin",,,,,,,false,
"2024-05-27T01:58:55.000Z","BUY",1,"IETP (ISEQ 20 Price)","INDEX",1683.07,"EUR","Euronext Dublin",,,,,,,false,
"2024-05-27T01:59:15.000Z","BUY",9e+21,"IXIC (NASDAQ Composite)","INDEX",1.5228711e+26,"USD","Nasdaq",,,,,,,false,
"2024-05-27T01:59:21.000Z","BUY",1,"IXIC (NASDAQ Composite)","INDEX",16920.79,"USD","Nasdaq",,,,,,,false,
"2024-05-27T01:59:27.000Z","BUY",1,"IXIC (NASDAQ Composite)","INDEX",16920.79,"USD","Nasdaq",,,,,,,false,
"2024-05-27T01:59:34.000Z","BUY",1,"IXIC (NASDAQ Composite)","INDEX",16920.79,"USD","Nasdaq",,,,,,,false,
"2024-05-27T01:59:39.000Z","BUY",1,"IXIC (NASDAQ Composite)","INDEX",16920.79,"USD","Nasdaq",,,,,,,false,
"2024-05-27T01:59:56.000Z","BUY",1000000000000000000,"OMXC25 (OMX Copenhagen 25 Index)","INDEX",1.97285e+21,"DKK","Nasdaq Copenhagen",,,,,,,false,
"2024-05-27T02:00:05.000Z","BUY",1,"OMXC25 (OMX Copenhagen 25 Index)","INDEX",1972.85,"DKK","Nasdaq Copenhagen",,,,,,,false,
"2024-05-27T02:00:10.000Z","BUY",1,"OMXC25 (OMX Copenhagen 25 Index)","INDEX",1972.85,"DKK","Nasdaq Copenhagen",,,,,,,false,
"2024-05-27T02:00:16.000Z","BUY",1,"OMXC25 (OMX Copenhagen 25 Index)","INDEX",1972.85,"DKK","Nasdaq Copenhagen",,,,,,,false,
"2024-05-27T02:00:23.000Z","BUY",1,"OMXC25 (OMX Copenhagen 25 Index)","INDEX",1972.85,"DKK","Nasdaq Copenhagen",,,,,,,false,
"2024-05-27T02:00:40.000Z","BUY",1,"OMXH25 (OMX Helsinki 25)","INDEX",4678.68,"EUR","Nasdaq Helsinki",,,,,,,false,
"2024-05-27T02:00:47.000Z","BUY",1,"OMXH25 (OMX Helsinki 25)","INDEX",4678.68,"EUR","Nasdaq Helsinki",,,,,,,false,
"2024-05-27T02:00:53.000Z","BUY",1,"OMXH25 (OMX Helsinki 25)","INDEX",4678.68,"EUR","Nasdaq Helsinki",,,,,,,false,
"2024-05-27T02:00:59.000Z","BUY",1,"OMXH25 (OMX Helsinki 25)","INDEX",4678.68,"EUR","Nasdaq Helsinki",,,,,,,false,
"2024-05-27T02:01:06.000Z","BUY",1,"OMXH25 (OMX Helsinki 25)","INDEX",4678.68,"EUR","Nasdaq Helsinki",,,,,,,false,
"2024-05-27T02:01:26.000Z","BUY",100000000000000000,"OMXS30 (OMX Stockholm 30)","INDEX",262450000000000000000,"SEK","Nasdaq Stockholm",,,,,,,false,
"2024-05-27T02:01:34.000Z","BUY",1,"OMXS30 (OMX Stockholm 30)","INDEX",2624.5,"SEK","Nasdaq Stockholm",,,,,,,false,
"2024-05-27T02:01:39.000Z","BUY",1,"OMXS30 (OMX Stockholm 30)","INDEX",2624.5,"SEK","Nasdaq Stockholm",,,,,,,false,
"2024-05-27T02:01:45.000Z","BUY",1,"OMXS30 (OMX Stockholm 30)","INDEX",2624.5,"SEK","Nasdaq Stockholm",,,,,,,false,
"2024-05-27T02:01:52.000Z","BUY",1,"OMXS30 (OMX Stockholm 30)","INDEX",2624.5,"SEK","Nasdaq Stockholm",,,,,,,false,
"2024-05-27T02:02:12.000Z","BUY",1,"SPGSCI (S&P Goldman Sachs Commodity Index)","INDEX",581.69,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T02:02:20.000Z","BUY",1,"SPGSCI (S&P Goldman Sachs Commodity Index)","INDEX",581.69,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T02:02:26.000Z","BUY",1,"SPGSCI (S&P Goldman Sachs Commodity Index)","INDEX",581.69,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T02:02:32.000Z","BUY",1,"SPGSCI (S&P Goldman Sachs Commodity Index)","INDEX",581.69,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T02:02:39.000Z","BUY",1,"SPGSCI (S&P Goldman Sachs Commodity Index)","INDEX",581.69,"USD","New York Stock Exchange",,,,,,,false,
"2024-05-27T09:31:52.000Z","BUY",1e+23,"RELIANCE.NS (Reliance Industries Ltd)","STOCK",2.9439e+26,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:32:14.000Z","BUY",1,"3690.HK (Meituan - Ordinary Shares - Class B)","STOCK",118.98,"HKD","Hong Kong Exchange",,,,,,,false,
"2024-05-27T09:32:39.000Z","BUY",9.99999999e+29,"RO.SW (Roche Holding AG)","STOCK",2.533999997466e+32,"CHF","SIX Swiss Exchange",,,,,,,false,
"2024-05-27T09:49:39.000Z","BUY",1,"WH (Wheat (Expiring Future))","COMMODITY",696.9,"USD","eToro",,,,,,,false,
"2024-05-27T09:49:46.000Z","BUY",1,"WH (Wheat (Expiring Future))","COMMODITY",696.9,"USD","eToro",,,,,,,false,
"2024-05-27T09:49:52.000Z","BUY",1,"WH (Wheat (Expiring Future))","COMMODITY",696.9,"USD","eToro",,,,,,,false,
"2024-05-27T09:49:59.000Z","BUY",1,"WH (Wheat (Expiring Future))","COMMODITY",696.9,"USD","eToro",,,,,,,false,
"2024-05-27T09:50:05.000Z","BUY",1,"WH (Wheat (Expiring Future))","COMMODITY",696.9,"USD","eToro",,,,,,,false,
"2024-05-27T09:50:19.000Z","BUY",1,"SG (Sugar (Expiring Future))","COMMODITY",0.1841,"USD","eToro",,,,,,,false,
"2024-05-27T09:50:27.000Z","BUY",1,"SG (Sugar (Expiring Future))","COMMODITY",0.1841,"USD","eToro",,,,,,,false,
"2024-05-27T09:50:32.000Z","BUY",1,"SG (Sugar (Expiring Future))","COMMODITY",0.1841,"USD","eToro",,,,,,,false,
"2024-05-27T09:50:38.000Z","BUY",1,"SG (Sugar (Expiring Future))","COMMODITY",0.1841,"USD","eToro",,,,,,,false,
"2024-05-27T09:50:46.000Z","BUY",1,"SG (Sugar (Expiring Future))","COMMODITY",0.1841,"USD","eToro",,,,,,,false,
"2024-05-27T09:50:59.000Z","BUY",1,"SB (Soybeans (Expiring Future))","COMMODITY",1247.8,"USD","eToro",,,,,,,false,
"2024-05-27T09:51:07.000Z","BUY",1,"SB (Soybeans (Expiring Future))","COMMODITY",1247.8,"USD","eToro",,,,,,,false,
"2024-05-27T09:51:13.000Z","BUY",1,"SB (Soybeans (Expiring Future))","COMMODITY",1247.8,"USD","eToro",,,,,,,false,
"2024-05-27T09:51:20.000Z","BUY",1,"SB (Soybeans (Expiring Future))","COMMODITY",1247.8,"USD","eToro",,,,,,,false,
"2024-05-27T09:51:26.000Z","BUY",1,"SB (Soybeans (Expiring Future))","COMMODITY",1247.8,"USD","eToro",,,,,,,false,
"2024-05-27T09:51:44.000Z","BUY",1,"CN (Corn (Expiring Future))","COMMODITY",464.25,"USD","eToro",,,,,,,false,
"2024-05-27T09:51:51.000Z","BUY",1,"CN (Corn (Expiring Future))","COMMODITY",464.25,"USD","eToro",,,,,,,false,
"2024-05-27T09:51:57.000Z","BUY",1,"CN (Corn (Expiring Future))","COMMODITY",464.25,"USD","eToro",,,,,,,false,
"2024-05-27T09:52:02.000Z","BUY",1,"CN (Corn (Expiring Future))","COMMODITY",464.25,"USD","eToro",,,,,,,false,
"2024-05-27T09:52:07.000Z","BUY",1,"CN (Corn (Expiring Future))","COMMODITY",464.25,"USD","eToro",,,,,,,false,
"2024-05-27T09:52:25.000Z","BUY",10000000000000000000,"CT (Cotton (Expiring Future))","COMMODITY",8031000000000000000,"USD","eToro",,,,,,,false,
"2024-05-27T09:52:31.000Z","BUY",1,"CT (Cotton (Expiring Future))","COMMODITY",0.8031,"USD","eToro",,,,,,,false,
"2024-05-27T09:52:36.000Z","BUY",1,"CT (Cotton (Expiring Future))","COMMODITY",0.8031,"USD","eToro",,,,,,,false,
"2024-05-27T09:52:42.000Z","BUY",1,"CT (Cotton (Expiring Future))","COMMODITY",0.8031,"USD","eToro",,,,,,,false,
"2024-05-27T09:52:50.000Z","BUY",1,"CT (Cotton (Expiring Future))","COMMODITY",0.8031,"USD","eToro",,,,,,,false,
"2024-05-27T09:52:55.000Z","BUY",1,"CT (Cotton (Expiring Future))","COMMODITY",0.8031,"USD","eToro",,,,,,,false,
"2024-05-27T09:53:01.000Z","BUY",1,"CT (Cotton (Expiring Future))","COMMODITY",0.8031,"USD","eToro",,,,,,,false,
"2024-05-27T09:53:07.000Z","BUY",1,"CT (Cotton (Expiring Future))","COMMODITY",0.8031,"USD","eToro",,,,,,,false,
"2024-05-27T09:53:12.000Z","BUY",1,"CT (Cotton (Expiring Future))","COMMODITY",0.8031,"USD","eToro",,,,,,,false,
"2024-05-27T09:53:18.000Z","BUY",1,"CT (Cotton (Expiring Future))","COMMODITY",0.8031,"USD","eToro",,,,,,,false,
"2024-05-27T09:53:49.000Z","BUY",1,"NG (Natural Gas (Non Expiry))","COMMODITY",2.79,"USD","eToro",,,,,,,false,
"2024-05-27T09:53:55.000Z","BUY",1,"NG (Natural Gas (Non Expiry))","COMMODITY",2.79,"USD","eToro",,,,,,,false,
"2024-05-27T09:54:00.000Z","BUY",1,"NG (Natural Gas (Non Expiry))","COMMODITY",2.79,"USD","eToro",,,,,,,false,
"2024-05-27T09:54:07.000Z","BUY",1,"NG (Natural Gas (Non Expiry))","COMMODITY",2.79,"USD","eToro",,,,,,,false,
"2024-05-27T09:54:13.000Z","BUY",1,"NG (Natural Gas (Non Expiry))","COMMODITY",2.79,"USD","eToro",,,,,,,false,
"2024-05-27T09:54:23.000Z","BUY",1,"NG (Natural Gas (Non Expiry))","COMMODITY",2.79,"USD","eToro",,,,,,,false,
"2024-05-27T09:54:29.000Z","BUY",1,"NG (Natural Gas (Non Expiry))","COMMODITY",2.79,"USD","eToro",,,,,,,false,
"2024-05-27T09:54:35.000Z","BUY",1,"NG (Natural Gas (Non Expiry))","COMMODITY",2.79,"USD","eToro",,,,,,,false,
"2024-05-27T09:54:41.000Z","BUY",1,"NG (Natural Gas (Non Expiry))","COMMODITY",2.79,"USD","eToro",,,,,,,false,
"2024-05-27T09:54:46.000Z","BUY",1,"NG (Natural Gas (Non Expiry))","COMMODITY",2.79,"USD","eToro",,,,,,,false,
"2024-05-27T09:55:17.000Z","BUY",1e+23,"RELIANCE.NS (Reliance Industries Ltd)","STOCK",2.9345e+26,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:55:24.000Z","BUY",1,"RELIANCE.NS (Reliance Industries Ltd)","STOCK",2934.6,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:55:30.000Z","BUY",1,"RELIANCE.NS (Reliance Industries Ltd)","STOCK",2934.3,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:55:36.000Z","BUY",1,"RELIANCE.NS (Reliance Industries Ltd)","STOCK",2934.6,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:55:54.000Z","BUY",1,"XPBR.MC (Petroleo Brasileiro SA)","STOCK",6.74,"EUR","Bolsa de Madrid",,,,,,,false,
"2024-05-27T09:55:54.000Z","BUY",1,"XPBR.MC (Petroleo Brasileiro SA)","STOCK",6.74,"EUR","Bolsa de Madrid",,,,,,,false,
"2024-05-27T09:56:01.000Z","BUY",1,"XPBR.MC (Petroleo Brasileiro SA)","STOCK",6.74,"EUR","Bolsa de Madrid",,,,,,,false,
"2024-05-27T09:56:08.000Z","BUY",1,"XPBR.MC (Petroleo Brasileiro SA)","STOCK",6.74,"EUR","Bolsa de Madrid",,,,,,,false,
"2024-05-27T09:56:17.000Z","BUY",1,"XPBR.MC (Petroleo Brasileiro SA)","STOCK",6.74,"EUR","Bolsa de Madrid",,,,,,,false,
"2024-05-27T09:56:35.000Z","BUY",1,"SBILIFE.NS (SBI Life Insurance Co Ltd)","STOCK",1409.65,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:56:42.000Z","BUY",1,"SBILIFE.NS (SBI Life Insurance Co Ltd)","STOCK",1409.95,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:56:48.000Z","BUY",1,"SBILIFE.NS (SBI Life Insurance Co Ltd)","STOCK",1409.95,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:56:55.000Z","BUY",1,"SBILIFE.NS (SBI Life Insurance Co Ltd)","STOCK",1409.35,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:57:01.000Z","BUY",1,"SBILIFE.NS (SBI Life Insurance Co Ltd)","STOCK",1409.95,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:57:16.000Z","BUY",1,"ITC.NS (ITC Ltd)","STOCK",431.25,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:57:23.000Z","BUY",1,"ITC.NS (ITC Ltd)","STOCK",431.2,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:57:30.000Z","BUY",1,"ITC.NS (ITC Ltd)","STOCK",431.35,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:57:36.000Z","BUY",1,"ITC.NS (ITC Ltd)","STOCK",431.35,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:57:43.000Z","BUY",1,"ITC.NS (ITC Ltd)","STOCK",431.3,"INR","National Stock Exchange of India",,,,,,,false,
"2024-05-27T09:58:00.000Z","BUY",1.0000000000000001e+29,"USDRUB (US Dollar/Russian Ruble)","FOREX",8.857400000000001e+30,"RUB","Xignite",,,,,,,false,
"2024-05-27T09:58:08.000Z","BUY",1,"USDRUB (US Dollar/Russian Ruble)","FOREX",88.574,"RUB","Xignite",,,,,,,false,
"2024-05-27T09:58:14.000Z","BUY",1,"USDRUB (US Dollar/Russian Ruble)","FOREX",88.574,"RUB","Xignite",,,,,,,false,
